ICES_Area,Metier6_FishingActivity
27.7.b,OTT_CEP_16-31_0_0
27.7.b,OTT_CEP_32-39_0_0
27.7.b,OTT_CEP_40-54_0_0
27.7.b,OTT_CEP_55-64_0_0
27.7.b,OTT_CEP_65-69_0_0
27.7.b,OTT_CEP_70-99_0_0
27.7.b,OTT_CRU_<16_0_0
27.7.b,OTT_CRU_>=120_0_0
27.7.b,OTT_CRU_>0_0_0
27.7.b,OTT_CRU_100-119_0_0
27.7.b,OTT_CRU_16-31_0_0
27.7.b,OTT_CRU_32-39_0_0
27.7.b,OTT_CRU_40-54_0_0
27.7.b,OTT_CRU_55-64_0_0
27.7.b,OTT_CRU_65-69_0_0
27.7.b,OTT_CRU_70-99_0_0
27.7.b,OTT_DEF_<16_0_0
27.7.b,OTT_DEF_>=120_0_0
27.7.b,OTT_DEF_>0_0_0
27.7.b,OTT_DEF_100-119_0_0
27.7.b,OTT_DEF_16-31_0_0
27.7.b,OTT_DEF_32-39_0_0
27.7.b,OTT_DEF_40-54_0_0
27.7.b,OTT_DEF_55-64_0_0
27.7.b,OTT_DEF_65-69_0_0
27.7.b,OTT_DEF_70-99_0_0
27.7.b,OTT_DWS_<16_0_0
27.7.b,OTT_DWS_>=120_0_0
27.7.b,OTT_DWS_>0_0_0
27.7.b,OTT_DWS_100-119_0_0
27.7.b,OTT_DWS_16-31_0_0
27.7.b,OTT_DWS_32-39_0_0
27.7.b,OTT_DWS_40-54_0_0
27.7.b,OTT_DWS_55-64_0_0
27.7.b,OTT_DWS_65-69_0_0
27.7.b,OTT_DWS_70-99_0_0
27.7.b,OTT_MCD_>=120_0_0
27.7.b,OTT_MCD_>0_0_0
27.7.b,OTT_MCD_100-119_0_0
27.7.b,OTT_MCD_32-69_0_0
27.7.b,OTT_MCD_70-89_0_0
27.7.b,OTT_MOL_<16_0_0
27.7.b,OTT_MOL_>=120_0_0
27.7.b,OTT_MOL_>0_0_0
27.7.b,OTT_MOL_100-119_0_0
27.7.b,OTT_MOL_16-31_0_0
27.7.b,OTT_MOL_32-39_0_0
27.7.b,OTT_MOL_32-69_0_0
27.7.b,OTT_MOL_40-54_0_0
27.7.b,OTT_MOL_55-64_0_0
27.7.b,OTT_MOL_65-69_0_0
27.7.b,OTT_MOL_70-99_0_0
27.7.b,PS_DEF_<16_0_0
27.7.b,PS_DEF_>=120_0_0
27.7.b,PS_DEF_>0_0_0
27.7.b,PS_DEF_100-119_0_0
27.7.b,PS_DEF_16-31_0_0
27.7.b,PS_DEF_32-39_0_0
27.7.b,PS_DEF_40-54_0_0
27.7.b,PS_DEF_55-64_0_0
27.7.b,PS_DEF_65-69_0_0
27.7.b,PS_DEF_70-99_0_0
27.7.b,PS_LPF_>=120_0_0
27.7.b,PS_LPF_>0_0_0
27.7.b,PS_LPF_100-119_0_0
27.7.b,PS_LPF_70-99_0_0
27.7.b,PS_MPD_<16_0_0
27.7.b,PS_MPD_>=120_0_0
27.7.b,PS_MPD_>0_0_0
27.7.b,PS_MPD_100-119_0_0
27.7.b,PS_MPD_16-31_0_0
27.7.b,PS_MPD_32-39_0_0
27.7.b,PS_MPD_40-54_0_0
27.7.b,PS_MPD_55-64_0_0
27.7.b,PS_MPD_65-69_0_0
27.7.b,PS_MPD_70-99_0_0
27.7.b,PS_SPF_<16_0_0
27.7.b,PS_SPF_>=120_0_0
27.7.b,PS_SPF_>0_0_0
27.7.b,PS_SPF_100-119_0_0
27.7.b,PS_SPF_16-31_0_0
27.7.b,PS_SPF_32-39_0_0
27.7.b,PS_SPF_40-54_0_0
27.7.b,PS_SPF_55-64_0_0
27.7.b,PS_SPF_65-69_0_0
27.7.b,PS_SPF_70-99_0_0
27.7.b,PTB_CEP_<16_0_0
27.7.b,PTB_CEP_>=120_0_0
27.7.b,PTB_CEP_>0_0_0
27.7.b,PTB_CEP_100-119_0_0
27.7.b,PTB_CEP_16-31_0_0
27.7.b,PTB_CEP_32-39_0_0
27.7.b,PTB_CEP_40-54_0_0
27.7.b,PTB_CEP_55-64_0_0
27.7.b,PTB_CEP_65-69_0_0
27.7.b,PTB_CEP_70-99_0_0
27.7.b,PTB_CRU_<16_0_0
27.7.b,PTB_CRU_>=120_0_0
27.7.b,PTB_CRU_>0_0_0
27.7.b,PTB_CRU_100-119_0_0
27.7.b,PTB_CRU_16-31_0_0
27.7.b,PTB_CRU_32-39_0_0
27.7.b,PTB_CRU_40-54_0_0
27.7.b,PTB_CRU_55-64_0_0
27.7.b,PTB_CRU_65-69_0_0
27.7.b,PTB_CRU_70-99_0_0
27.7.b,PTB_DEF_<16_0_0
27.7.b,PTB_DEF_>=120_0_0
27.7.b,PTB_DEF_>0_0_0
27.7.b,PTB_DEF_100-119_0_0
27.7.b,PTB_DEF_16-31_0_0
27.7.b,PTB_DEF_32-39_0_0
27.7.b,PTB_DEF_32-69_0_0
27.7.b,PTB_DEF_40-54_0_0
27.7.b,PTB_DEF_55-64_0_0
27.7.b,PTB_DEF_65-69_0_0
27.7.b,PTB_DEF_70-99_0_0
27.7.b,PTB_MPD_<16_0_0
27.7.b,PTB_MPD_>=120_0_0
27.7.b,PTB_MPD_>0_0_0
27.7.b,PTB_MPD_100-119_0_0
27.7.b,PTB_MPD_16-31_0_0
27.7.b,PTB_MPD_32-39_0_0
27.7.b,PTB_MPD_40-54_0_0
27.7.b,PTB_MPD_55-64_0_0
27.7.b,PTB_MPD_65-69_0_0
27.7.b,PTB_MPD_70-99_0_0
27.7.b,PTB_SPF_<16_0_0
27.7.b,PTB_SPF_>=120_0_0
27.7.b,PTB_SPF_>0_0_0
27.7.b,PTB_SPF_100-119_0_0
27.7.b,PTB_SPF_16-31_0_0
27.7.b,PTB_SPF_32-39_0_0
27.7.b,PTB_SPF_40-54_0_0
27.7.b,PTB_SPF_55-64_0_0
27.7.b,PTB_SPF_65-69_0_0
27.7.b,PTB_SPF_70-99_0_0
27.7.b,PTM_DEF_<16_0_0
27.7.b,PTM_DEF_>=120_0_0
27.7.b,PTM_DEF_>0_0_0
27.7.b,PTM_DEF_100-119_0_0
27.7.b,PTM_DEF_16-31_0_0
27.7.b,PTM_DEF_32-39_0_0
27.7.b,PTM_DEF_40-54_0_0
27.7.b,PTM_DEF_55-64_0_0
27.7.b,PTM_DEF_65-69_0_0
27.7.b,PTM_DEF_70-99_0_0
27.7.b,PTM_LPF_<16_0_0
27.7.b,PTM_LPF_>=120_0_0
27.7.b,PTM_LPF_>0_0_0
27.7.b,PTM_LPF_100-119_0_0
27.7.b,PTM_LPF_16-31_0_0
27.7.b,PTM_LPF_32-39_0_0
27.7.b,PTM_LPF_40-54_0_0
27.7.b,PTM_LPF_55-64_0_0
27.7.b,PTM_LPF_65-69_0_0
27.7.b,PTM_LPF_70-99_0_0
27.7.b,PTM_SPF_<16_0_0
27.7.b,PTM_SPF_>=120_0_0
27.7.b,PTM_SPF_>0_0_0
27.7.b,PTM_SPF_100-119_0_0
27.7.b,PTM_SPF_16-31_0_0
27.7.b,PTM_SPF_32-39_0_0
27.7.b,PTM_SPF_40-54_0_0
27.7.b,PTM_SPF_55-64_0_0
27.7.b,PTM_SPF_65-69_0_0
27.7.b,PTM_SPF_70-99_0_0
27.7.b,SB_DEF_>0_0_0
27.7.b,SB_FIF_>0_0_0
27.7.b,SB_SPF_>0_0_0
27.7.b,SDN_CEP_<16_0_0
27.7.b,SDN_CEP_>=120_0_0
27.7.b,SDN_CEP_>0_0_0
27.7.b,SDN_CEP_100-119_0_0
27.7.b,SDN_CEP_16-31_0_0
27.7.b,SDN_CEP_32-39_0_0
27.7.b,SDN_CEP_40-54_0_0
27.7.b,SDN_CEP_55-64_0_0
27.7.b,SDN_CEP_65-69_0_0
27.7.b,SDN_CEP_70-99_0_0
27.7.b,SDN_DEF_<16_0_0
27.7.b,SDN_DEF_>=120_0_0
27.7.b,SDN_DEF_>0_0_0
27.7.b,SDN_DEF_100-119_0_0
27.7.b,SDN_DEF_16-31_0_0
27.7.b,SDN_DEF_32-39_0_0
27.7.b,SDN_DEF_40-54_0_0
27.7.b,SDN_DEF_55-64_0_0
27.7.b,SDN_DEF_65-69_0_0
27.7.b,SDN_DEF_70-99_0_0
27.7.b,SDN_MCF_<16_0_0
27.7.b,SDN_MCF_>=120_0_0
27.7.b,SDN_MCF_>0_0_0
27.7.b,SDN_MCF_100-119_0_0
27.7.b,SDN_MCF_16-31_0_0
27.7.b,SDN_MCF_32-39_0_0
27.7.b,SDN_MCF_40-54_0_0
27.7.b,SDN_MCF_55-64_0_0
27.7.b,SDN_MCF_65-69_0_0
27.7.b,SDN_MCF_70-99_0_0
27.7.b,SDN_SPF_<16_0_0
27.7.b,SDN_SPF_>=120_0_0
27.7.b,SDN_SPF_>0_0_0
27.7.b,SDN_SPF_100-119_0_0
27.7.b,SDN_SPF_16-31_0_0
27.7.b,SDN_SPF_32-39_0_0
27.7.b,SDN_SPF_40-54_0_0
27.7.b,SDN_SPF_55-64_0_0
27.7.b,SDN_SPF_65-69_0_0
27.7.b,SDN_SPF_70-99_0_0
27.7.b,SPR_DEF_>0_0_0
27.7.b,SSC_DEF_<16_0_0
27.7.b,SSC_DEF_>=120_0_0
27.7.b,SSC_DEF_>0_0_0
27.7.b,SSC_DEF_100-119_0_0
27.7.b,SSC_DEF_16-31_0_0
27.7.b,SSC_DEF_32-39_0_0
27.7.b,SSC_DEF_32-69_0_0
27.7.b,SSC_DEF_40-54_0_0
27.7.b,SSC_DEF_55-64_0_0
27.7.b,SSC_DEF_65-69_0_0
27.7.b,SSC_DEF_70-99_0_0
27.7.b,TBB_CEP_<16_0_0
27.7.b,TBB_CEP_>=120_0_0
27.7.b,TBB_CEP_>0_0_0
27.7.b,TBB_CEP_100-119_0_0
27.7.b,TBB_CEP_16-31_0_0
27.7.b,TBB_CRU_<16_0_0
27.7.b,TBB_CRU_>=120_0_0
27.7.b,TBB_CRU_>0_0_0
27.7.b,TBB_CRU_100-119_0_0
27.7.b,TBB_CRU_16-31_0_0
27.7.b,TBB_CRU_32-39_0_0
27.7.b,TBB_CRU_32-69_0_0
27.7.b,TBB_CRU_40-54_0_0
27.7.b,TBB_CRU_55-64_0_0
27.7.b,TBB_CRU_65-69_0_0
27.7.b,TBB_CRU_70-99_0_0
27.7.b,TBB_DEF_<16_0_0
27.7.b,TBB_DEF_>=120_0_0
27.7.b,TBB_DEF_>0_0_0
27.7.b,TBB_DEF_100-119_0_0
27.7.b,TBB_DEF_16-31_0_0
27.7.b,TBB_DEF_32-39_0_0
27.7.b,TBB_DEF_40-54_0_0
27.7.b,TBB_DEF_55-64_0_0
27.7.b,TBB_DEF_65-69_0_0
27.7.b,TBB_DEF_70-99_0_0
27.7.b,TBB_MCD_<16_0_0
27.7.b,TBB_MCD_>=120_0_0
27.7.b,TBB_MCD_>0_0_0
27.7.b,TBB_MCD_100-119_0_0
27.7.b,TBB_MCD_16-31_0_0
27.7.b,TBB_MCD_32-39_0_0
27.7.b,TBB_MCD_32-69_0_0
27.7.b,TBB_MCD_40-54_0_0
27.7.b,TBB_MCD_55-64_0_0
27.7.b,TBB_MCD_65-69_0_0
27.7.b,TBB_MCD_70-89_0_0
27.7.b,TBB_MCD_70-99_0_0
27.7.b,TBB_MOL_<16_0_0
27.7.b,TBB_MOL_>=120_0_0
27.7.b,TBB_MOL_>0_0_0
27.7.b,TBB_MOL_100-119_0_0
27.7.b,TBB_MOL_16-31_0_0
27.7.b,TBB_MOL_32-39_0_0
27.7.b,TBB_MOL_40-54_0_0
27.7.b,TBB_MOL_55-64_0_0
27.7.b,TBB_MOL_65-69_0_0
27.7.b,TBB_MOL_70-99_0_0
27.7.b,TBB_CEP_32-39_0_0
27.7.b,TBB_CEP_40-54_0_0
27.7.b,TBB_CEP_55-64_0_0
27.7.b,TBB_CEP_65-69_0_0
27.7.b,TBB_CEP_70-99_0_0
27.7.b,FYK_CRU_>0_0_0
27.7.b,GNS_MPD_>0_0_0
27.7.b,GNS_MPD_100-119_0_0
27.7.b,GNS_MPD_120-219_0_0
27.7.b,GNS_MPD_>=220_0_0
27.7.c.1,DIV_MOL_0_0_0
27.7.c.1,DRB_CRU_>0_0_0
27.7.c.1,DRB_DES_>0_0_0
27.7.c.1,DRB_MOL_>0_0_0
27.7.c.1,DRB_SWD_>0_0_0
27.7.c.1,DRH_MOL_>0_0_0
27.7.c.1,FOO_CRU_0_0_0
27.7.c.1,FOO_MOL_0_0_0
27.7.c.1,FPO_CAT_>0_0_0
27.7.c.1,FPO_CEP_>0_0_0
27.7.c.1,FPO_CRU_>0_0_0
27.7.c.1,FPO_DEF_>0_0_0
27.7.c.1,FPO_FIF_>0_0_0
27.7.c.1,FPO_MOL_>0_0_0
27.7.c.1,FYK_CAT_>0_0_0
27.7.c.1,FYK_DEF_>0_0_0
27.7.c.1,GES_CAT_0_0_0
27.7.c.1,GNC_DEF_>0_0_0
27.7.c.1,GND_ANA_>=220_0_0
27.7.c.1,GND_ANA_>0_0_0
27.7.c.1,GND_ANA_100-119_0_0
27.7.c.1,GND_ANA_10-30_0_0
27.7.c.1,GND_ANA_120-219_0_0
27.7.c.1,GND_ANA_31-39_0_0
27.7.c.1,GND_ANA_40-49_0_0
27.7.c.1,GND_ANA_50-59_0_0
27.7.c.1,GND_ANA_60-69_0_0
27.7.c.1,GND_ANA_70-79_0_0
27.7.c.1,GND_ANA_80-89_0_0
27.7.c.1,GND_ANA_90-99_0_0
27.7.c.1,GND_CAT_>=220_0_0
27.7.c.1,GND_CAT_>0_0_0
27.7.c.1,GND_CAT_100-119_0_0
27.7.c.1,GND_CAT_10-30_0_0
27.7.c.1,GND_CAT_120-219_0_0
27.7.c.1,GND_CAT_31-39_0_0
27.7.c.1,GND_CAT_40-49_0_0
27.7.c.1,GND_CAT_50-59_0_0
27.7.c.1,GND_CAT_60-69_0_0
27.7.c.1,GND_CAT_70-79_0_0
27.7.c.1,GND_CAT_80-89_0_0
27.7.c.1,GND_CAT_90-99_0_0
27.7.c.1,GND_DEF_>=220_0_0
27.7.c.1,GND_DEF_>0_0_0
27.7.c.1,GND_DEF_100-119_0_0
27.7.c.1,GND_DEF_10-30_0_0
27.7.c.1,GND_DEF_120-219_0_0
27.7.c.1,GND_DEF_31-39_0_0
27.7.c.1,GND_DEF_40-49_0_0
27.7.c.1,GND_DEF_50-59_0_0
27.7.c.1,GND_DEF_60-69_0_0
27.7.c.1,GND_DEF_70-79_0_0
27.7.c.1,GND_DEF_80-89_0_0
27.7.c.1,GND_DEF_90-99_0_0
27.7.c.1,GND_SPF_>=220_0_0
27.7.c.1,GND_SPF_>0_0_0
27.7.c.1,GND_SPF_100-119_0_0
27.7.c.1,GND_SPF_10-30_0_0
27.7.c.1,GND_SPF_120-219_0_0
27.7.c.1,GND_SPF_31-39_0_0
27.7.c.1,GND_SPF_40-49_0_0
27.7.c.1,GND_SPF_50-59_0_0
27.7.c.1,GND_SPF_60-69_0_0
27.7.c.1,GND_SPF_70-79_0_0
27.7.c.1,GND_SPF_80-89_0_0
27.7.c.1,GND_SPF_90-99_0_0
27.7.c.1,GNS_CAT_>0_0_0
27.7.c.1,GNS_CRU_>=220_0_0
27.7.c.1,GNS_CRU_>0_0_0
27.7.c.1,GNS_CRU_100-119_0_0
27.7.c.1,GNS_CRU_10-30_0_0
27.7.c.1,GNS_CRU_120-219_0_0
27.7.c.1,GNS_CRU_31-39_0_0
27.7.c.1,GNS_CRU_40-49_0_0
27.7.c.1,GNS_CRU_50-59_0_0
27.7.c.1,GNS_CRU_60-69_0_0
27.7.c.1,GNS_CRU_70-79_0_0
27.7.c.1,GNS_CRU_80-89_0_0
27.7.c.1,GNS_CRU_90-99_0_0
27.7.c.1,GNS_DEF_>=220_0_0
27.7.c.1,GNS_DEF_>0_0_0
27.7.c.1,GNS_DEF_100-119_0_0
27.7.c.1,GNS_DEF_10-30_0_0
27.7.c.1,GNS_DEF_120-219_0_0
27.7.c.1,GNS_DEF_31-39_0_0
27.7.c.1,GNS_DEF_40-49_0_0
27.7.c.1,GNS_DEF_50-59_0_0
27.7.c.1,GNS_DEF_60-69_0_0
27.7.c.1,GNS_DEF_70-79_0_0
27.7.c.1,GNS_DEF_80-89_0_0
27.7.c.1,GNS_DEF_90-99_0_0
27.7.c.1,GNS_DWS_>=220_0_0
27.7.c.1,GNS_DWS_>0_0_0
27.7.c.1,GNS_DWS_100-119_0_0
27.7.c.1,GNS_DWS_10-30_0_0
27.7.c.1,GNS_DWS_120-219_0_0
27.7.c.1,GNS_DWS_31-39_0_0
27.7.c.1,GNS_DWS_40-49_0_0
27.7.c.1,GNS_DWS_50-59_0_0
27.7.c.1,GNS_DWS_60-69_0_0
27.7.c.1,GNS_DWS_70-79_0_0
27.7.c.1,GNS_DWS_80-89_0_0
27.7.c.1,GNS_DWS_90-99_0_0
27.7.c.1,GNS_LPF_>=220_0_0
27.7.c.1,GNS_LPF_>0_0_0
27.7.c.1,GNS_LPF_100-119_0_0
27.7.c.1,GNS_LPF_10-30_0_0
27.7.c.1,GNS_LPF_120-219_0_0
27.7.c.1,GNS_LPF_31-39_0_0
27.7.c.1,GNS_LPF_40-49_0_0
27.7.c.1,GNS_LPF_50-59_0_0
27.7.c.1,GNS_LPF_60-69_0_0
27.7.c.1,GNS_LPF_70-79_0_0
27.7.c.1,GNS_LPF_80-89_0_0
27.7.c.1,GNS_LPF_90-99_0_0
27.7.c.1,GNS_SPF_>=220_0_0
27.7.c.1,GNS_SPF_>0_0_0
27.7.c.1,GNS_SPF_100-119_0_0
27.7.c.1,GNS_SPF_10-30_0_0
27.7.c.1,GNS_SPF_120-219_0_0
27.7.c.1,GNS_SPF_31-39_0_0
27.7.c.1,GNS_SPF_40-49_0_0
27.7.c.1,GNS_SPF_50-59_0_0
27.7.c.1,GNS_SPF_60-69_0_0
27.7.c.1,GNS_SPF_70-79_0_0
27.7.c.1,GNS_SPF_80-89_0_0
27.7.c.1,GNS_SPF_90-99_0_0
27.7.c.1,GTN_DEF_>=220_0_0
27.7.c.1,GTN_DEF_>0_0_0
27.7.c.1,GTN_DEF_100-119_0_0
27.7.c.1,GTN_DEF_10-30_0_0
27.7.c.1,GTN_DEF_120-219_0_0
27.7.c.1,GTN_DEF_31-39_0_0
27.7.c.1,GTN_DEF_40-49_0_0
27.7.c.1,GTN_DEF_50-59_0_0
27.7.c.1,GTN_DEF_60-69_0_0
27.7.c.1,GTN_DEF_70-79_0_0
27.7.c.1,GTN_DEF_80-89_0_0
27.7.c.1,GTN_DEF_90-99_0_0
27.7.c.1,GTR_CEP_>=220_0_0
27.7.c.1,GTR_CEP_>0_0_0
27.7.c.1,GTR_CEP_100-119_0_0
27.7.c.1,GTR_CEP_10-30_0_0
27.7.c.1,GTR_CEP_120-219_0_0
27.7.c.1,GTR_CEP_31-39_0_0
27.7.c.1,GTR_CEP_40-49_0_0
27.7.c.1,GTR_CEP_50-59_0_0
27.7.c.1,GTR_CEP_60-69_0_0
27.7.c.1,GTR_CEP_70-79_0_0
27.7.c.1,GTR_CEP_80-89_0_0
27.7.c.1,GTR_CEP_90-99_0_0
27.7.c.1,GTR_CRU_>=220_0_0
27.7.c.1,GTR_CRU_>0_0_0
27.7.c.1,GTR_CRU_100-119_0_0
27.7.c.1,GTR_CRU_10-30_0_0
27.7.c.1,GTR_CRU_120-219_0_0
27.7.c.1,GTR_CRU_31-39_0_0
27.7.c.1,GTR_CRU_40-49_0_0
27.7.c.1,GTR_CRU_50-59_0_0
27.7.c.1,GTR_CRU_60-69_0_0
27.7.c.1,GTR_CRU_70-79_0_0
27.7.c.1,GTR_CRU_80-89_0_0
27.7.c.1,GTR_CRU_90-99_0_0
27.7.c.1,GTR_DEF_>=220_0_0
27.7.c.1,GTR_DEF_>0_0_0
27.7.c.1,GTR_DEF_100-119_0_0
27.7.c.1,GTR_DEF_10-30_0_0
27.7.c.1,GTR_DEF_120-219_0_0
27.7.c.1,GTR_DEF_31-39_0_0
27.7.c.1,GTR_DEF_40-49_0_0
27.7.c.1,GTR_DEF_50-59_0_0
27.7.c.1,GTR_DEF_60-69_0_0
27.7.c.1,GTR_DEF_70-79_0_0
27.7.c.1,GTR_DEF_80-89_0_0
27.7.c.1,GTR_DEF_90-99_0_0
27.7.c.1,HMD_MOL_>0_0_0
27.7.c.1,HMS_SWD_0_0_0
27.7.c.1,LA_SPF_>0_0_0
27.7.c.1,LH_CEP_0_0_0
27.7.c.1,LH_DEF_0_0_0
27.7.c.1,LH_DWS_0_0_0
27.7.c.1,LH_FIF_0_0_0
27.7.c.1,LH_LPF_0_0_0
27.7.c.1,LH_SPF_0_0_0
27.7.c.1,LHM_CEP_0_0_0
27.7.c.1,LHM_DEF_0_0_0
27.7.c.1,LHM_DWS_0_0_0
27.7.c.1,LHM_FIF_0_0_0
27.7.c.1,LHM_LPF_0_0_0
27.7.c.1,LHM_SPF_0_0_0
27.7.c.1,LHP_CEP_0_0_0
27.7.c.1,LHP_DEF_0_0_0
27.7.c.1,LHP_DWS_0_0_0
27.7.c.1,LHP_FIF_0_0_0
27.7.c.1,LHP_LPF_0_0_0
27.7.c.1,LHP_SPF_0_0_0
27.7.c.1,LLD_DEF_0_0_0
27.7.c.1,LLD_DWS_0_0_0
27.7.c.1,LLD_FIF_0_0_0
27.7.c.1,LLD_LPF_0_0_0
27.7.c.1,LLD_SPF_0_0_0
27.7.c.1,LLS_DEF_0_0_0
27.7.c.1,LLS_DWS_0_0_0
27.7.c.1,LLS_FIF_0_0_0
27.7.c.1,LN_DEF_0_0_0
27.7.c.1,LTL_DEF_0_0_0
27.7.c.1,LTL_LPF_0_0_0
27.7.c.1,LTL_SPF_0_0_0
27.7.c.1,MIS_ANA_0_0_0
27.7.c.1,MIS_CAT_0_0_0
27.7.c.1,MIS_CEP_0_0_0
27.7.c.1,MIS_CRU_0_0_0
27.7.c.1,MIS_DEF_0_0_0
27.7.c.1,MIS_DES_0_0_0
27.7.c.1,MIS_DWS_0_0_0
27.7.c.1,MIS_LPF_0_0_0
27.7.c.1,MIS_MCD_0_0_0
27.7.c.1,MIS_MCF_0_0_0
27.7.c.1,MIS_MDD_0_0_0
27.7.c.1,MIS_MIS_0_0_0
27.7.c.1,MIS_MOL_0_0_0
27.7.c.1,MIS_MPD_0_0_0
27.7.c.1,MIS_SPF_0_0_0
27.7.c.1,MIS_SWD_0_0_0
27.7.c.1,OTB_CEP_<16_0_0
27.7.c.1,OTB_CEP_>=120_0_0
27.7.c.1,OTB_CEP_>0_0_0
27.7.c.1,OTB_CEP_100-119_0_0
27.7.c.1,OTB_CEP_16-31_0_0
27.7.c.1,OTB_CEP_32-39_0_0
27.7.c.1,OTB_CEP_40-54_0_0
27.7.c.1,OTB_CEP_55-64_0_0
27.7.c.1,OTB_CEP_65-69_0_0
27.7.c.1,OTB_CEP_70-99_0_0
27.7.c.1,OTB_CRU_<16_0_0
27.7.c.1,OTB_CRU_>=120_0_0
27.7.c.1,OTB_CRU_>0_0_0
27.7.c.1,OTB_CRU_100-119_0_0
27.7.c.1,OTB_CRU_16-31_0_0
27.7.c.1,OTB_CRU_32-39_0_0
27.7.c.1,OTB_CRU_40-54_0_0
27.7.c.1,OTB_CRU_55-64_0_0
27.7.c.1,OTB_CRU_65-69_0_0
27.7.c.1,OTB_CRU_70-99_0_0
27.7.c.1,OTB_DEF_<16_0_0
27.7.c.1,OTB_DEF_>=120_0_0
27.7.c.1,OTB_DEF_>0_0_0
27.7.c.1,OTB_DEF_100-119_0_0
27.7.c.1,OTB_DEF_16-31_0_0
27.7.c.1,OTB_DEF_32-39_0_0
27.7.c.1,OTB_DEF_40-54_0_0
27.7.c.1,OTB_DEF_55-64_0_0
27.7.c.1,OTB_DEF_65-69_0_0
27.7.c.1,OTB_DEF_70-99_0_0
27.7.c.1,OTB_DWS_<16_0_0
27.7.c.1,OTB_DWS_>=120_0_0
27.7.c.1,OTB_DWS_>0_0_0
27.7.c.1,OTB_DWS_100-119_0_0
27.7.c.1,OTB_DWS_16-31_0_0
27.7.c.1,OTB_DWS_32-39_0_0
27.7.c.1,OTB_DWS_40-54_0_0
27.7.c.1,OTB_DWS_55-64_0_0
27.7.c.1,OTB_DWS_65-69_0_0
27.7.c.1,OTB_DWS_70-99_0_0
27.7.c.1,OTB_MCD_<16_0_0
27.7.c.1,OTB_MCD_>=120_0_0
27.7.c.1,OTB_MCD_>0_0_0
27.7.c.1,OTB_MCD_100-119_0_0
27.7.c.1,OTB_MCD_16-31_0_0
27.7.c.1,OTB_MCD_32-39_0_0
27.7.c.1,OTB_MCD_40-54_0_0
27.7.c.1,OTB_MCD_55-64_0_0
27.7.c.1,OTB_MCD_65-69_0_0
27.7.c.1,OTB_MCD_70-99_0_0
27.7.c.1,OTB_MCF_<16_0_0
27.7.c.1,OTB_MCF_>=120_0_0
27.7.c.1,OTB_MCF_>0_0_0
27.7.c.1,OTB_MCF_100-119_0_0
27.7.c.1,OTB_MCF_16-31_0_0
27.7.c.1,OTB_MCF_32-39_0_0
27.7.c.1,OTB_MCF_40-54_0_0
27.7.c.1,OTB_MCF_55-64_0_0
27.7.c.1,OTB_MCF_65-69_0_0
27.7.c.1,OTB_MCF_70-99_0_0
27.7.c.1,OTB_MDD_<16_0_0
27.7.c.1,OTB_MDD_>=120_0_0
27.7.c.1,OTB_MDD_>0_0_0
27.7.c.1,OTB_MDD_100-119_0_0
27.7.c.1,OTB_MDD_16-31_0_0
27.7.c.1,OTB_MDD_32-39_0_0
27.7.c.1,OTB_MDD_40-54_0_0
27.7.c.1,OTB_MDD_55-64_0_0
27.7.c.1,OTB_MDD_65-69_0_0
27.7.c.1,OTB_MDD_70-99_0_0
27.7.c.1,OTB_MOL_<16_0_0
27.7.c.1,OTB_MOL_>=120_0_0
27.7.c.1,OTB_MOL_>0_0_0
27.7.c.1,OTB_MOL_100-119_0_0
27.7.c.1,OTB_MOL_16-31_0_0
27.7.c.1,OTB_MOL_32-39_0_0
27.7.c.1,OTB_MOL_40-54_0_0
27.7.c.1,OTB_MOL_55-64_0_0
27.7.c.1,OTB_MOL_65-69_0_0
27.7.c.1,OTB_MOL_70-99_0_0
27.7.c.1,OTB_MPD_<16_0_0
27.7.c.1,OTB_MPD_>=120_0_0
27.7.c.1,OTB_MPD_>0_0_0
27.7.c.1,OTB_MPD_100-119_0_0
27.7.c.1,OTB_MPD_16-31_0_0
27.7.c.1,OTB_MPD_32-39_0_0
27.7.c.1,OTB_MPD_40-54_0_0
27.7.c.1,OTB_MPD_55-64_0_0
27.7.c.1,OTB_MPD_65-69_0_0
27.7.c.1,OTB_MPD_70-99_0_0
27.7.c.1,OTB_SPF_<16_0_0
27.7.c.1,OTB_SPF_>=120_0_0
27.7.c.1,OTB_SPF_>0_0_0
27.7.c.1,OTB_SPF_100-119_0_0
27.7.c.1,OTB_SPF_16-31_0_0
27.7.c.1,OTB_SPF_32-39_0_0
27.7.c.1,OTB_SPF_40-54_0_0
27.7.c.1,OTB_SPF_55-64_0_0
27.7.c.1,OTB_SPF_65-69_0_0
27.7.c.1,OTB_SPF_70-99_0_0
27.7.c.1,OTM_CEP_<16_0_0
27.7.c.1,OTM_CEP_>=120_0_0
27.7.c.1,OTM_CEP_>0_0_0
27.7.c.1,OTM_CEP_100-119_0_0
27.7.c.1,OTM_CEP_16-31_0_0
27.7.c.1,OTM_CEP_32-39_0_0
27.7.c.1,OTM_CEP_40-54_0_0
27.7.c.1,OTM_CEP_55-64_0_0
27.7.c.1,OTM_CEP_65-69_0_0
27.7.c.1,OTM_CEP_70-99_0_0
27.7.c.1,OTM_DEF_<16_0_0
27.7.c.1,OTM_DEF_>=120_0_0
27.7.c.1,OTM_DEF_>0_0_0
27.7.c.1,OTM_DEF_100-119_0_0
