ICES_Area,Metier6_FishingActivity
21.3,GNS_DWS_120-219_0_0
21.3,GNS_SPF_>=220_0_0
21.3,GNS_SPF_100-119_0_0
21.3,GNS_SPF_10-30_0_0
21.3,GNS_SPF_120-219_0_0
21.3,GNS_SPF_50-59_0_0
21.3,GNS_SPF_90-99_0_0
21.3,GTR_DEF_>=220_0_0
21.3,GTR_DEF_100-119_0_0
21.3,GTR_DEF_120-219_0_0
21.3,GTR_DEF_90-99_0_0
21.3,HMD_MOL_>0_0_0
21.3,LH_DEF_0_0_0
21.3,LH_FIF_0_0_0
21.3,LH_LPF_0_0_0
21.3,LH_MOL_0_0_0
21.3,LH_SPF_0_0_0
21.3,LHM_DEF_0_0_0
21.3,LHM_FIF_0_0_0
21.3,LHM_LPF_0_0_0
21.3,LHM_MOL_0_0_0
21.3,LHM_SPF_0_0_0
21.3,LHP_CEP_0_0_0
21.3,LHP_DEF_0_0_0
21.3,LHP_FIF_0_0_0
21.3,LHP_LPF_0_0_0
21.3,LHP_MOL_0_0_0
21.3,LHP_SPF_0_0_0
21.3,LLD_DEF_0_0_0
21.3,LLD_DWF_0_0_0
21.3,LLD_DWS_0_0_0
21.3,LLD_LPF_0_0_0
21.3,LLS_DEF_0_0_0
21.3,LLS_DWS_0_0_0
21.3,LLS_FIF_0_0_0
21.3,LLS_MOL_0_0_0
21.3,LLS_SPF_0_0_0
21.3,LTL_LPF_0_0_0
21.3,MIS_CEP_0_0_0
21.3,MIS_CRU_0_0_0
21.3,MIS_DEF_0_0_0
21.3,MIS_DWF_0_0_0
21.3,MIS_LPF_0_0_0
21.3,MIS_MCF_0_0_0
21.3,MIS_MIS_0_0_0
21.3,MIS_MOL_0_0_0
21.3,MIS_SPF_0_0_0
21.3,OTB_CEP_>=120_0_0
21.3,OTB_CEP_>0_0_0
21.3,OTB_CEP_70-119_0_0
21.3,OTB_CRU_>=120_0_0
21.3,OTB_CRU_>0_0_0
21.3,OTB_CRU_32-69_0_0
21.3,OTB_CRU_40-54_0_0
21.3,OTB_CRU_70-119_0_0
21.3,OTB_CRU_90-99_0_0
21.3,OTB_DEF_>=120_0_0
21.3,OTB_DEF_>0_0_0
21.3,OTB_DEF_100-119_0_0
21.3,OTB_DEF_70-119_0_0
21.3,OTB_DEF_90-99_0_0
21.3,OTB_DWS_100-119_0_0
21.3,OTB_DWS_90-99_0_0
21.3,OTB_MCD_90-99_0_0
21.3,OTB_MCF_>=120_0_0
21.3,OTB_MCF_>0_0_0
21.3,OTB_MCF_70-119_0_0
21.3,OTB_MDD_>=120_0_0
21.3,OTB_MDD_>0_0_0
21.3,OTB_MOL_90-99_0_0
21.3,OTB_SPF_90-99_0_0
21.3,OTM_DEF_>=120_0_0
21.3,OTM_DEF_>0_0_0
21.3,OTM_DEF_100-119_0_0
21.3,OTM_DEF_90-99_0_0
21.3,OTM_LPF_>=120_0_0
21.3,OTM_LPF_>0_0_0
21.3,OTM_LPF_70-119_0_0
21.3,OTM_MCF_>=120_0_0
21.3,OTM_MCF_>0_0_0
21.3,OTM_MCF_70-119_0_0
21.3,OTM_SPF_>=120_0_0
21.3,OTM_SPF_>0_0_0
21.3,OTM_SPF_100-119_0_0
21.3,OTM_SPF_32-69_0_0
21.3,OTM_SPF_40-54_0_0
21.3,OTM_SPF_70-119_0_0
21.3,OTM_SPF_90-99_0_0
21.3,OTT_CRU_90-99_0_0
21.3,OTT_DEF_90-99_0_0
21.3,OTT_MCD_90-99_0_0
21.3,OTT_MOL_90-99_0_0
21.3,PS_LPF_>=120_0_0
21.3,PS_LPF_>0_0_0
21.3,PS_LPF_10-31_0_0
21.3,PS_LPF_32-69_0_0
21.3,PS_LPF_70-119_0_0
21.3,PS_SPF_>=120_0_0
21.3,PS_SPF_>0_0_0
21.3,PS_SPF_10-31_0_0
21.3,PS_SPF_32-69_0_0
21.3,PS_SPF_70-119_0_0
21.3,PS_SPF_90-99_0_0
21.3,PTB_CRU_90-99_0_0
21.3,PTB_DEF_90-99_0_0
21.3,PTB_SPF_90-99_0_0
21.3,PTM_DEF_90-99_0_0
21.3,PTM_LPF_>=120_0_0
21.3,PTM_LPF_>0_0_0
21.3,PTM_LPF_32-69_0_0
21.3,PTM_LPF_70-119_0_0
21.3,PTM_SPF_90-99_0_0
21.3,SB_FIF_>0_0_0
21.3,SDN_DEF_90-99_0_0
21.3,SSC_DEF_90-99_0_0
21.3,OTB_MDD_70-119_0_0
21.3,OTM_DEF_70-119_0_0
21.3,OTM_CRU_>0_0_0
21.3,OTM_CRU_16-31_0_0
21.3.k,DIV_MOL_0_0_0
21.3.k,DRB_MOL_>0_0_0
21.3.k,FPN_LPF_>0_0_0
21.3.k,FPO_CRU_>0_0_0
21.3.k,FPO_DEF_>0_0_0
21.3.k,FPO_FIF_>0_0_0
21.3.k,FPO_MOL_>0_0_0
21.3.k,FYK_CAT_>0_0_0
21.3.k,FYK_DEF_>0_0_0
21.3.k,GND_DEF_>=220_0_0
21.3.k,GND_DEF_100-119_0_0
21.3.k,GND_DEF_120-219_0_0
21.3.k,GND_DEF_90-99_0_0
21.3.k,GND_SPF_>=220_0_0
21.3.k,GND_SPF_100-119_0_0
21.3.k,GND_SPF_10-30_0_0
21.3.k,GND_SPF_120-219_0_0
21.3.k,GND_SPF_50-59_0_0
21.3.k,GND_SPF_90-99_0_0
21.3.k,GNS_CRU_>0_0_0
21.3.k,GNS_DEF_>=220_0_0
21.3.k,GNS_DEF_100-119_0_0
21.3.k,GNS_DEF_120-219_0_0
21.3.k,GNS_DEF_90-99_0_0
21.3.k,GNS_DWS_>=220_0_0
21.3.k,GNS_DWS_120-219_0_0
21.3.k,GNS_SPF_>=220_0_0
21.3.k,GNS_SPF_100-119_0_0
21.3.k,GNS_SPF_10-30_0_0
21.3.k,GNS_SPF_120-219_0_0
21.3.k,GNS_SPF_50-59_0_0
21.3.k,GNS_SPF_90-99_0_0
21.3.k,GTR_DEF_>=220_0_0
21.3.k,GTR_DEF_100-119_0_0
21.3.k,GTR_DEF_120-219_0_0
21.3.k,GTR_DEF_90-99_0_0
21.3.k,HMD_MOL_>0_0_0
21.3.k,LH_DEF_0_0_0
21.3.k,LH_FIF_0_0_0
21.3.k,LH_LPF_0_0_0
21.3.k,LH_MOL_0_0_0
21.3.k,LH_SPF_0_0_0
21.3.k,LHM_DEF_0_0_0
21.3.k,LHM_FIF_0_0_0
21.3.k,LHM_LPF_0_0_0
21.3.k,LHM_MOL_0_0_0
21.3.k,LHM_SPF_0_0_0
21.3.k,LHP_CEP_0_0_0
21.3.k,LHP_DEF_0_0_0
21.3.k,LHP_FIF_0_0_0
21.3.k,LHP_LPF_0_0_0
21.3.k,LHP_MOL_0_0_0
21.3.k,LHP_SPF_0_0_0
21.3.k,LLD_DEF_0_0_0
21.3.k,LLD_DWF_0_0_0
21.3.k,LLD_DWS_0_0_0
21.3.k,LLD_LPF_0_0_0
21.3.k,LLS_DEF_0_0_0
21.3.k,LLS_DWS_0_0_0
21.3.k,LLS_FIF_0_0_0
21.3.k,LLS_MOL_0_0_0
21.3.k,LLS_SPF_0_0_0
21.3.k,LTL_LPF_0_0_0
21.3.k,MIS_CEP_0_0_0
21.3.k,MIS_CRU_0_0_0
21.3.k,MIS_DEF_0_0_0
21.3.k,MIS_DWF_0_0_0
21.3.k,MIS_LPF_0_0_0
21.3.k,MIS_MCF_0_0_0
21.3.k,MIS_MIS_0_0_0
21.3.k,MIS_MOL_0_0_0
21.3.k,MIS_SPF_0_0_0
21.3.k,OTB_CEP_>=120_0_0
21.3.k,OTB_CEP_>0_0_0
21.3.k,OTB_CEP_70-119_0_0
21.3.k,OTB_CRU_>=120_0_0
21.3.k,OTB_CRU_>0_0_0
21.3.k,OTB_CRU_32-69_0_0
21.3.k,OTB_CRU_40-54_0_0
21.3.k,OTB_CRU_70-119_0_0
21.3.k,OTB_CRU_90-99_0_0
21.3.k,OTB_DEF_>=120_0_0
21.3.k,OTB_DEF_>0_0_0
21.3.k,OTB_DEF_100-119_0_0
21.3.k,OTB_DEF_70-119_0_0
21.3.k,OTB_DEF_90-99_0_0
21.3.k,OTB_DWS_100-119_0_0
21.3.k,OTB_DWS_90-99_0_0
21.3.k,OTB_MCD_90-99_0_0
21.3.k,OTB_MCF_>=120_0_0
21.3.k,OTB_MCF_>0_0_0
21.3.k,OTB_MCF_70-119_0_0
21.3.k,OTB_MDD_>=120_0_0
21.3.k,OTB_MOL_90-99_0_0
21.3.k,OTB_SPF_90-99_0_0
21.3.k,OTM_DEF_>=120_0_0
21.3.k,OTM_DEF_100-119_0_0
21.3.k,OTM_DEF_90-99_0_0
21.3.k,OTM_LPF_>=120_0_0
21.3.k,OTM_LPF_>0_0_0
21.3.k,OTM_LPF_70-119_0_0
21.3.k,OTM_MCF_>=120_0_0
21.3.k,OTM_MCF_>0_0_0
21.3.k,OTM_MCF_70-119_0_0
21.3.k,OTM_SPF_>=120_0_0
21.3.k,OTM_SPF_>0_0_0
21.3.k,OTM_SPF_100-119_0_0
21.3.k,OTM_SPF_32-69_0_0
21.3.k,OTM_SPF_40-54_0_0
21.3.k,OTM_SPF_70-119_0_0
21.3.k,OTM_SPF_90-99_0_0
21.3.k,OTT_CRU_90-99_0_0
21.3.k,OTT_DEF_90-99_0_0
21.3.k,OTT_MCD_90-99_0_0
21.3.k,OTT_MOL_90-99_0_0
21.3.k,PS_LPF_>=120_0_0
21.3.k,PS_LPF_>0_0_0
21.3.k,PS_LPF_10-31_0_0
21.3.k,PS_LPF_32-69_0_0
21.3.k,PS_LPF_70-119_0_0
21.3.k,PS_SPF_>=120_0_0
21.3.k,PS_SPF_>0_0_0
21.3.k,PS_SPF_10-31_0_0
21.3.k,PS_SPF_32-69_0_0
21.3.k,PS_SPF_70-119_0_0
21.3.k,PS_SPF_90-99_0_0
21.3.k,PTB_CRU_90-99_0_0
21.3.k,PTB_DEF_90-99_0_0
21.3.k,PTB_SPF_90-99_0_0
21.3.k,PTM_DEF_90-99_0_0
21.3.k,PTM_LPF_>=120_0_0
21.3.k,PTM_LPF_>0_0_0
21.3.k,PTM_LPF_32-69_0_0
21.3.k,PTM_LPF_70-119_0_0
21.3.k,PTM_SPF_90-99_0_0
21.3.k,SB_FIF_>0_0_0
21.3.k,SDN_DEF_90-99_0_0
21.3.k,SSC_DEF_90-99_0_0
21.3.k,OTB_MDD_70-119_0_0
21.3.k,OTM_DEF_70-119_0_0
21.3.l,DIV_MOL_0_0_0
21.3.l,DRB_MOL_>0_0_0
21.3.l,FPN_LPF_>0_0_0
21.3.l,FPO_CRU_>0_0_0
21.3.l,FPO_DEF_>0_0_0
21.3.l,FPO_FIF_>0_0_0
21.3.l,FPO_MOL_>0_0_0
21.3.l,FYK_CAT_>0_0_0
21.3.l,FYK_DEF_>0_0_0
21.3.l,GND_DEF_>=220_0_0
21.3.l,GND_DEF_100-119_0_0
21.3.l,GND_DEF_120-219_0_0
21.3.l,GND_DEF_90-99_0_0
21.3.l,GND_SPF_>=220_0_0
21.3.l,GND_SPF_100-119_0_0
21.3.l,GND_SPF_10-30_0_0
21.3.l,GND_SPF_120-219_0_0
21.3.l,GND_SPF_50-59_0_0
21.3.l,GND_SPF_90-99_0_0
21.3.l,GNS_CRU_>0_0_0
21.3.l,GNS_DEF_>=220_0_0
21.3.l,GNS_DEF_100-119_0_0
21.3.l,GNS_DEF_120-219_0_0
21.3.l,GNS_DEF_90-99_0_0
21.3.l,GNS_DWS_>=220_0_0
21.3.l,GNS_DWS_120-219_0_0
21.3.l,GNS_SPF_>=220_0_0
21.3.l,GNS_SPF_100-119_0_0
21.3.l,GNS_SPF_10-30_0_0
21.3.l,GNS_SPF_120-219_0_0
21.3.l,GNS_SPF_50-59_0_0
21.3.l,GNS_SPF_90-99_0_0
21.3.l,GTR_DEF_>=220_0_0
21.3.l,GTR_DEF_100-119_0_0
21.3.l,GTR_DEF_120-219_0_0
21.3.l,GTR_DEF_90-99_0_0
21.3.l,HMD_MOL_>0_0_0
21.3.l,LH_DEF_0_0_0
21.3.l,LH_FIF_0_0_0
21.3.l,LH_LPF_0_0_0
21.3.l,LH_MOL_0_0_0
21.3.l,LH_SPF_0_0_0
21.3.l,LHM_DEF_0_0_0
21.3.l,LHM_FIF_0_0_0
21.3.l,LHM_LPF_0_0_0
21.3.l,LHM_MOL_0_0_0
21.3.l,LHM_SPF_0_0_0
21.3.l,LHP_CEP_0_0_0
21.3.l,LHP_DEF_0_0_0
21.3.l,LHP_FIF_0_0_0
21.3.l,LHP_LPF_0_0_0
21.3.l,LHP_MOL_0_0_0
21.3.l,LHP_SPF_0_0_0
21.3.l,LLD_DEF_0_0_0
21.3.l,LLD_DWF_0_0_0
21.3.l,LLD_DWS_0_0_0
21.3.l,LLD_LPF_0_0_0
21.3.l,LLS_DEF_0_0_0
21.3.l,LLS_DWS_0_0_0
21.3.l,LLS_FIF_0_0_0
21.3.l,LLS_MOL_0_0_0
21.3.l,LLS_SPF_0_0_0
21.3.l,LTL_LPF_0_0_0
21.3.l,MIS_CEP_0_0_0
21.3.l,MIS_CRU_0_0_0
21.3.l,MIS_DEF_0_0_0
21.3.l,MIS_DWF_0_0_0
21.3.l,MIS_LPF_0_0_0
21.3.l,MIS_MCF_0_0_0
21.3.l,MIS_MIS_0_0_0
21.3.l,MIS_MOL_0_0_0
21.3.l,MIS_SPF_0_0_0
21.3.l,OTB_CEP_>=120_0_0
21.3.l,OTB_CEP_>0_0_0
21.3.l,OTB_CEP_70-119_0_0
21.3.l,OTB_CRU_>=120_0_0
21.3.l,OTB_CRU_>0_0_0
21.3.l,OTB_CRU_32-69_0_0
21.3.l,OTB_CRU_40-54_0_0
21.3.l,OTB_CRU_70-119_0_0
21.3.l,OTB_CRU_90-99_0_0
21.3.l,OTB_DEF_>=120_0_0
21.3.l,OTB_DEF_>0_0_0
21.3.l,OTB_DEF_100-119_0_0
21.3.l,OTB_DEF_70-119_0_0
21.3.l,OTB_DEF_90-99_0_0
21.3.l,OTB_DWS_100-119_0_0
21.3.l,OTB_DWS_90-99_0_0
21.3.l,OTB_MCD_90-99_0_0
21.3.l,OTB_MCF_>=120_0_0
21.3.l,OTB_MCF_>0_0_0
21.3.l,OTB_MCF_70-119_0_0
21.3.l,OTB_MDD_>=120_0_0
21.3.l,OTB_MOL_90-99_0_0
21.3.l,OTB_SPF_90-99_0_0
21.3.l,OTM_DEF_>=120_0_0
21.3.l,OTM_DEF_100-119_0_0
21.3.l,OTM_DEF_90-99_0_0
21.3.l,OTM_LPF_>=120_0_0
21.3.l,OTM_LPF_>0_0_0
21.3.l,OTM_LPF_70-119_0_0
21.3.l,OTM_MCF_>=120_0_0
21.3.l,OTM_MCF_>0_0_0
21.3.l,OTM_MCF_70-119_0_0
21.3.l,OTM_SPF_>=120_0_0
21.3.l,OTM_SPF_>0_0_0
21.3.l,OTM_SPF_100-119_0_0
21.3.l,OTM_SPF_32-69_0_0
21.3.l,OTM_SPF_40-54_0_0
21.3.l,OTM_SPF_70-119_0_0
21.3.l,OTM_SPF_90-99_0_0
21.3.l,OTT_CRU_90-99_0_0
21.3.l,OTT_DEF_90-99_0_0
21.3.l,OTT_MCD_90-99_0_0
21.3.l,OTT_MOL_90-99_0_0
21.3.l,PS_LPF_>=120_0_0
21.3.l,PS_LPF_>0_0_0
21.3.l,PS_LPF_10-31_0_0
21.3.l,PS_LPF_32-69_0_0
21.3.l,PS_LPF_70-119_0_0
21.3.l,PS_SPF_>=120_0_0
21.3.l,PS_SPF_>0_0_0
21.3.l,PS_SPF_10-31_0_0
21.3.l,PS_SPF_32-69_0_0
21.3.l,PS_SPF_70-119_0_0
21.3.l,PS_SPF_90-99_0_0
21.3.l,PTB_CRU_90-99_0_0
21.3.l,PTB_DEF_90-99_0_0
21.3.l,PTB_SPF_90-99_0_0
21.3.l,PTM_DEF_90-99_0_0
21.3.l,PTM_LPF_>=120_0_0
21.3.l,PTM_LPF_>0_0_0
21.3.l,PTM_LPF_32-69_0_0
21.3.l,PTM_LPF_70-119_0_0
21.3.l,PTM_SPF_90-99_0_0
21.3.l,SB_FIF_>0_0_0
21.3.l,SDN_DEF_90-99_0_0
21.3.l,SSC_DEF_90-99_0_0
21.3.l,OTB_MDD_70-119_0_0
21.3.l,OTM_DEF_70-119_0_0
21.3.n,DIV_MOL_0_0_0
21.3.n,DRB_MOL_>0_0_0
21.3.n,FPN_LPF_>0_0_0
21.3.n,FPO_CRU_>0_0_0
21.3.n,FPO_DEF_>0_0_0
21.3.n,FPO_FIF_>0_0_0
21.3.n,FPO_MOL_>0_0_0
21.3.n,FYK_CAT_>0_0_0
21.3.n,FYK_DEF_>0_0_0
21.3.n,GND_DEF_>=220_0_0
21.3.n,GND_DEF_100-119_0_0
21.3.n,GND_DEF_120-219_0_0
21.3.n,GND_DEF_90-99_0_0
21.3.n,GND_SPF_>=220_0_0
21.3.n,GND_SPF_100-119_0_0
21.3.n,GND_SPF_10-30_0_0
21.3.n,GND_SPF_120-219_0_0
21.3.n,GND_SPF_50-59_0_0
21.3.n,GND_SPF_90-99_0_0
21.3.n,GNS_CRU_>0_0_0
21.3.n,GNS_DEF_>=220_0_0
21.3.n,GNS_DEF_100-119_0_0
21.3.n,GNS_DEF_120-219_0_0
21.3.n,GNS_DEF_90-99_0_0
21.3.n,GNS_DWS_>=220_0_0
21.3.n,GNS_DWS_120-219_0_0
21.3.n,GNS_SPF_>=220_0_0
21.3.n,GNS_SPF_100-119_0_0
21.3.n,GNS_SPF_10-30_0_0
21.3.n,GNS_SPF_120-219_0_0
21.3.n,GNS_SPF_50-59_0_0
21.3.n,GNS_SPF_90-99_0_0
21.3.n,GTR_DEF_>=220_0_0
21.3.n,GTR_DEF_100-119_0_0
21.3.n,GTR_DEF_120-219_0_0
21.3.n,GTR_DEF_90-99_0_0
21.3.n,HMD_MOL_>0_0_0
21.3.n,LH_DEF_0_0_0
21.3.n,LH_FIF_0_0_0
21.3.n,LH_LPF_0_0_0
21.3.n,LH_MOL_0_0_0
21.3.n,LH_SPF_0_0_0
21.3.n,LHM_DEF_0_0_0
21.3.n,LHM_FIF_0_0_0
21.3.n,LHM_LPF_0_0_0
21.3.n,LHM_MOL_0_0_0
21.3.n,LHM_SPF_0_0_0
21.3.n,LHP_CEP_0_0_0
21.3.n,LHP_DEF_0_0_0
21.3.n,LHP_FIF_0_0_0
21.3.n,LHP_LPF_0_0_0
21.3.n,LHP_MOL_0_0_0
21.3.n,LHP_SPF_0_0_0
21.3.n,LLD_DEF_0_0_0
21.3.n,LLD_DWF_0_0_0
21.3.n,LLD_DWS_0_0_0
21.3.n,LLD_LPF_0_0_0
21.3.n,LLS_DEF_0_0_0
21.3.n,LLS_DWS_0_0_0
21.3.n,LLS_FIF_0_0_0
21.3.n,LLS_MOL_0_0_0
21.3.n,LLS_SPF_0_0_0
21.3.n,LTL_LPF_0_0_0
21.3.n,MIS_CEP_0_0_0
21.3.n,MIS_CRU_0_0_0
21.3.n,MIS_DEF_0_0_0
21.3.n,MIS_DWF_0_0_0
21.3.n,MIS_LPF_0_0_0
21.3.n,MIS_MCF_0_0_0
21.3.n,MIS_MIS_0_0_0
21.3.n,MIS_MOL_0_0_0
21.3.n,MIS_SPF_0_0_0
21.3.n,OTB_CEP_>=120_0_0
21.3.n,OTB_CEP_>0_0_0
21.3.n,OTB_CEP_70-119_0_0
21.3.n,OTB_CRU_>=120_0_0
21.3.n,OTB_CRU_>0_0_0
21.3.n,OTB_CRU_32-69_0_0
21.3.n,OTB_CRU_40-54_0_0
21.3.n,OTB_CRU_70-119_0_0
21.3.n,OTB_CRU_90-99_0_0
21.3.n,OTB_DEF_>=120_0_0
21.3.n,OTB_DEF_>0_0_0
21.3.n,OTB_DEF_100-119_0_0
21.3.n,OTB_DEF_70-119_0_0
21.3.n,OTB_DEF_90-99_0_0
21.3.n,OTB_DWS_100-119_0_0
21.3.n,OTB_DWS_90-99_0_0
21.3.n,OTB_MCD_90-99_0_0
21.3.n,OTB_MCF_>=120_0_0
21.3.n,OTB_MCF_>0_0_0
21.3.n,OTB_MCF_70-119_0_0
21.3.n,OTB_MDD_>=120_0_0
21.3.n,OTB_MOL_90-99_0_0
21.3.n,OTB_SPF_90-99_0_0
21.3.n,OTM_DEF_>=120_0_0
21.3.n,OTM_DEF_100-119_0_0
21.3.n,OTM_DEF_90-99_0_0
21.3.n,OTM_LPF_>=120_0_0
21.3.n,OTM_LPF_>0_0_0
21.3.n,OTM_LPF_70-119_0_0
21.3.n,OTM_MCF_>=120_0_0
21.3.n,OTM_MCF_>0_0_0
21.3.n,OTM_MCF_70-119_0_0
21.3.n,OTM_SPF_>=120_0_0
21.3.n,OTM_SPF_>0_0_0
21.3.n,OTM_SPF_100-119_0_0
21.3.n,OTM_SPF_32-69_0_0
21.3.n,OTM_SPF_40-54_0_0
21.3.n,OTM_SPF_70-119_0_0
21.3.n,OTM_SPF_90-99_0_0
21.3.n,OTT_CRU_90-99_0_0
21.3.n,OTT_DEF_90-99_0_0
21.3.n,OTT_MCD_90-99_0_0
21.3.n,OTT_MOL_90-99_0_0
21.3.n,PS_LPF_>=120_0_0
21.3.n,PS_LPF_>0_0_0
21.3.n,PS_LPF_10-31_0_0
21.3.n,PS_LPF_32-69_0_0
21.3.n,PS_LPF_70-119_0_0
21.3.n,PS_SPF_>=120_0_0
21.3.n,PS_SPF_>0_0_0
21.3.n,PS_SPF_10-31_0_0
21.3.n,PS_SPF_32-69_0_0
21.3.n,PS_SPF_70-119_0_0
21.3.n,PS_SPF_90-99_0_0
21.3.n,PTB_CRU_90-99_0_0
21.3.n,PTB_DEF_90-99_0_0
21.3.n,PTB_SPF_90-99_0_0
21.3.n,PTM_DEF_90-99_0_0
21.3.n,PTM_LPF_>=120_0_0
21.3.n,PTM_LPF_>0_0_0
21.3.n,PTM_LPF_32-69_0_0
21.3.n,PTM_LPF_70-119_0_0
21.3.n,PTM_SPF_90-99_0_0
21.3.n,SB_FIF_>0_0_0
21.3.n,SDN_DEF_90-99_0_0
21.3.n,SSC_DEF_90-99_0_0
21.3.n,OTB_MDD_70-119_0_0
21.3.n,OTM_DEF_70-119_0_0
21.3.o,DIV_MOL_0_0_0
21.3.o,DRB_MOL_>0_0_0
21.3.o,FPN_LPF_>0_0_0
21.3.o,FPO_CRU_>0_0_0
21.3.o,FPO_DEF_>0_0_0
21.3.o,FPO_FIF_>0_0_0
21.3.o,FPO_MOL_>0_0_0
21.3.o,FYK_CAT_>0_0_0
21.3.o,FYK_DEF_>0_0_0
21.3.o,GND_DEF_>=220_0_0
21.3.o,GND_DEF_100-119_0_0
21.3.o,GND_DEF_120-219_0_0
21.3.o,GND_DEF_90-99_0_0
21.3.o,GND_SPF_>=220_0_0
21.3.o,GND_SPF_100-119_0_0
21.3.o,GND_SPF_10-30_0_0
21.3.o,GND_SPF_120-219_0_0
21.3.o,GND_SPF_50-59_0_0
21.3.o,GND_SPF_90-99_0_0
21.3.o,GNS_CRU_>0_0_0
21.3.o,GNS_DEF_>=220_0_0
21.3.o,GNS_DEF_100-119_0_0
21.3.o,GNS_DEF_120-219_0_0
21.3.o,GNS_DEF_90-99_0_0
21.3.o,GNS_DWS_>=220_0_0
21.3.o,GNS_DWS_120-219_0_0
21.3.o,GNS_SPF_>=220_0_0
21.3.o,GNS_SPF_100-119_0_0
21.3.o,GNS_SPF_10-30_0_0
21.3.o,GNS_SPF_120-219_0_0
21.3.o,GNS_SPF_50-59_0_0
21.3.o,GNS_SPF_90-99_0_0
21.3.o,GTR_DEF_>=220_0_0
21.3.o,GTR_DEF_100-119_0_0
21.3.o,GTR_DEF_120-219_0_0
21.3.o,GTR_DEF_90-99_0_0
21.3.o,HMD_MOL_>0_0_0
21.3.o,LH_DEF_0_0_0
21.3.o,LH_FIF_0_0_0
21.3.o,LH_LPF_0_0_0
21.3.o,LH_MOL_0_0_0
21.3.o,LH_SPF_0_0_0
21.3.o,LHM_DEF_0_0_0
21.3.o,LHM_FIF_0_0_0
21.3.o,LHM_LPF_0_0_0
21.3.o,LHM_MOL_0_0_0
21.3.o,LHM_SPF_0_0_0
21.3.o,LHP_CEP_0_0_0
21.3.o,LHP_DEF_0_0_0
21.3.o,LHP_FIF_0_0_0
21.3.o,LHP_LPF_0_0_0
21.3.o,LHP_MOL_0_0_0
21.3.o,LHP_SPF_0_0_0
21.3.o,LLD_DEF_0_0_0
21.3.o,LLD_DWF_0_0_0
21.3.o,LLD_DWS_0_0_0
21.3.o,LLD_LPF_0_0_0
21.3.o,LLS_DEF_0_0_0
21.3.o,LLS_DWS_0_0_0
21.3.o,LLS_FIF_0_0_0
21.3.o,LLS_MOL_0_0_0
21.3.o,LLS_SPF_0_0_0
21.3.o,LTL_LPF_0_0_0
21.3.o,MIS_CEP_0_0_0
21.3.o,MIS_CRU_0_0_0
21.3.o,MIS_DEF_0_0_0
21.3.o,MIS_DWF_0_0_0
21.3.o,MIS_LPF_0_0_0
21.3.o,MIS_MCF_0_0_0
21.3.o,MIS_MIS_0_0_0
21.3.o,MIS_MOL_0_0_0
21.3.o,MIS_SPF_0_0_0
21.3.o,OTB_CEP_>=120_0_0
21.3.o,OTB_CEP_>0_0_0
21.3.o,OTB_CEP_70-119_0_0
21.3.o,OTB_CRU_>=120_0_0
21.3.o,OTB_CRU_>0_0_0
21.3.o,OTB_CRU_32-69_0_0
21.3.o,OTB_CRU_40-54_0_0
21.3.o,OTB_CRU_70-119_0_0
21.3.o,OTB_CRU_90-99_0_0
21.3.o,OTB_DEF_>=120_0_0
21.3.o,OTB_DEF_>0_0_0
21.3.o,OTB_DEF_100-119_0_0
21.3.o,OTB_DEF_70-119_0_0
21.3.o,OTB_DEF_90-99_0_0
21.3.o,OTB_DWS_100-119_0_0
21.3.o,OTB_DWS_90-99_0_0
21.3.o,OTB_MCD_90-99_0_0
21.3.o,OTB_MCF_>=120_0_0
21.3.o,OTB_MCF_>0_0_0
21.3.o,OTB_MCF_70-119_0_0
21.3.o,OTB_MDD_>=120_0_0
21.3.o,OTB_MOL_90-99_0_0
21.3.o,OTB_SPF_90-99_0_0
21.3.o,OTM_DEF_>=120_0_0
21.3.o,OTM_DEF_100-119_0_0
21.3.o,OTM_DEF_90-99_0_0
21.3.o,OTM_LPF_>=120_0_0
21.3.o,OTM_LPF_>0_0_0
21.3.o,OTM_LPF_70-119_0_0
21.3.o,OTM_MCF_>=120_0_0
21.3.o,OTM_MCF_>0_0_0
21.3.o,OTM_MCF_70-119_0_0
21.3.o,OTM_SPF_>=120_0_0
21.3.o,OTM_SPF_>0_0_0
21.3.o,OTM_SPF_100-119_0_0
21.3.o,OTM_SPF_32-69_0_0
21.3.o,OTM_SPF_40-54_0_0
21.3.o,OTM_SPF_70-119_0_0
21.3.o,OTM_SPF_90-99_0_0
21.3.o,OTT_CRU_90-99_0_0
21.3.o,OTT_DEF_90-99_0_0
21.3.o,OTT_MCD_90-99_0_0
21.3.o,OTT_MOL_90-99_0_0
21.3.o,PS_LPF_>=120_0_0
21.3.o,PS_LPF_>0_0_0
21.3.o,PS_LPF_10-31_0_0
21.3.o,PS_LPF_32-69_0_0
21.3.o,PS_LPF_70-119_0_0
21.3.o,PS_SPF_>=120_0_0
21.3.o,PS_SPF_>0_0_0
21.3.o,PS_SPF_10-31_0_0
21.3.o,PS_SPF_32-69_0_0
21.3.o,PS_SPF_70-119_0_0
21.3.o,PS_SPF_90-99_0_0
21.3.o,PTB_CRU_90-99_0_0
21.3.o,PTB_DEF_90-99_0_0
21.3.o,PTB_SPF_90-99_0_0
21.3.o,PTM_DEF_90-99_0_0
21.3.o,PTM_LPF_>=120_0_0
21.3.o,PTM_LPF_>0_0_0
21.3.o,PTM_LPF_32-69_0_0
